family,approach,config_label,train_time_sec_mean,train_time_sec_std,val_inference_time_sec_mean,val_inference_time_sec_std,test_inference_time_sec_mean,test_inference_time_sec_std,preprocess_time_sec_mean,preprocess_time_sec_std,total_pipeline_time_sec_mean,total_pipeline_time_sec_std,val_accuracy_mean,val_accuracy_std,val_precision_mean,val_precision_std,val_recall_mean,val_recall_std,val_f1_mean,val_f1_std,val_auc_mean,val_auc_std,test_accuracy_mean,test_accuracy_std,test_precision_mean,test_precision_std,test_recall_mean,test_recall_std,test_f1_mean,test_f1_std,test_auc_mean,test_auc_std
Classic,LinearSVM,LinearSVM support=0.10,0.1400701999664306,0.008662353120874192,0.00022717316945388335,3.316415861675875e-05,0.00010804335276279999,1.4842904973111007e-05,1423.9630187352498,33.15375210892478,1424.1030889352162,33.157351196857206,0.851851851851852,0.04536092116265143,0.843073593073593,0.05793531740316004,0.8349358974358974,0.057010933585791,0.8357052464792402,0.05652549249446549,0.932051282051282,0.04893717543993979,0.8833333333333333,0.07527726527090808,0.8673301235801235,0.10539476646745304,0.867192760942761,0.09161142896558976,0.8633618696118696,0.09890414820535341,0.9137352693602695,0.08058888136875324
Classic,LinearSVM,LinearSVM support=0.20,0.13215072949727372,0.012262812027394609,0.0002987782160440667,0.00015189717966277534,0.00010859966278075051,3.4729576038011316e-05,790.8810617129008,68.48976240197685,791.0132124423981,68.49782152875396,0.8611111111111112,0.07657804862272348,0.8695859695859696,0.08218739346838591,0.8415064102564102,0.08737716794058706,0.8473106804628543,0.0846050225217355,0.9621794871794872,0.027066354107172074,0.8250000000000001,0.13322912594474223,0.821802503052503,0.14618256215559042,0.825462962962963,0.13811357674864747,0.8064036257386641,0.15146483323684806,0.9268055555555555,0.06567434212051895
Classic,LinearSVM,LinearSVM support=0.30,0.11901032924652094,0.010756661529093672,0.00018358230590816667,4.248937494289089e-06,8.400281270345052e-05,2.3586173758887677e-06,254.26908604303995,22.290247652127395,254.38809637228647,22.29047711957273,0.8518518518518517,0.12989391049444582,0.8597666222666223,0.12474974129500141,0.8458333333333333,0.13889444433333784,0.8447341708211273,0.13753772664132152,0.93125,0.05889609494694872,0.875,0.0689202437604511,0.8592853905353905,0.08663011983393062,0.8862373737373738,0.06804053825054543,0.8640098700201002,0.08005678617010073,0.9348632154882154,0.038611729137910285
Classic,LinearSVM,LinearSVM support=0.40,0.11429166793823241,0.006006492030747537,0.00020603338877355,2.1535634648274153e-05,0.00010879834493000052,5.699763357346024e-05,76.82379722595215,1.5515793870026402,76.93808889389038,1.5525263146569632,0.7592592592592592,0.15180667801421624,0.7714452214452215,0.1623574034463244,0.7333333333333334,0.13662601021279472,0.7416408604814402,0.1494545374630445,0.8564102564102564,0.1089562107814424,0.8166666666666668,0.07527726527090815,0.7926598864098864,0.10712484150623446,0.8029040404040404,0.09516383233237984,0.7946682269594344,0.10363386834150753,0.8940340909090909,0.07745518736511675
Classic,RBFSVM,RBFSVM support=0.10,0.02256786823272698,0.002303520852265987,0.0009886423746744333,0.00017850147073748303,0.0009495019912719167,0.00012353623648374339,1423.9630187352498,33.15375210892478,1423.9855866034825,33.15414397804272,0.7129629629629629,0.18059116457977625,0.6862122626828508,0.2818863918905144,0.6604166666666668,0.19596183727110406,0.6279004329004328,0.2345207220663891,0.9041666666666667,0.0875595035770913,0.8333333333333334,0.08755950357709132,0.8370946455505278,0.07660152828204196,0.825462962962963,0.09508226890478742,0.80988939443995,0.10681234958082331,0.9640972222222222,0.030623629976914344
Classic,RBFSVM,RBFSVM support=0.20,0.013807137807210233,0.007414680916155233,0.00121128559112545,0.0015719071678701865,0.0007441043853759167,0.0004910208264906595,790.8810617129008,68.48976240197685,790.894868850708,68.49448948319458,0.7222222222222222,0.19876159799998128,0.6848799348799348,0.2917773294444272,0.6833333333333332,0.20488818088573746,0.6559888300105692,0.251452692451814,0.8937499999999999,0.09031195934094223,0.8333333333333334,0.07527726527090813,0.8396129605688429,0.055644960217727205,0.8217592592592592,0.08294663364430054,0.8093880098190444,0.09254297185104114,0.9658333333333333,0.028504690159886204
Classic,RBFSVM,RBFSVM support=0.30,0.006834983825683534,0.0005021895827535283,0.00040022532145176666,3.923146144767233e-05,0.00034193197886145,3.33858947505456e-05,254.26908604303995,22.290247652127395,254.27592102686563,22.29036218617248,0.7129629629629629,0.15482633308206278,0.7595511922717805,0.1994008102524056,0.6541666666666667,0.15138251770487457,0.641674286529359,0.1759303560838242,0.8937499999999999,0.09031195934094223,0.85,0.044721359549995794,0.846802503052503,0.05593727439357133,0.8402777777777778,0.04521894610027693,0.8322817827128172,0.05058560099102492,0.9658333333333333,0.028313718700775887
Classic,RBFSVM,RBFSVM support=0.40,0.0049177805582681835,0.0004984821685340599,0.00034848848978675005,2.9354610814517947e-05,0.0003258387247720834,3.196931485022894e-05,76.82379722595215,1.5515793870026402,76.82871500651042,1.5515429290042169,0.7314814814814815,0.12381121963293908,0.7788964303670186,0.16446727354205554,0.6687500000000001,0.11173349990043271,0.6696468386685778,0.12931490298130724,0.8591346153846154,0.10100365421944135,0.8833333333333333,0.02581988897471613,0.8721764346764348,0.05902308883240879,0.8726851851851851,0.030639615014396795,0.8678596307906652,0.043336673631805364,0.9406102693602693,0.0316842465929314
Classic,RandomForest,RandomForest support=0.10,0.1495547691980997,0.050017657286623975,0.018875201543172144,0.006362005674601811,0.017029921213785774,0.0057889436070633305,1423.9630187352498,31.610862328981945,1424.112573504448,31.611245795199732,0.8333333333333334,0.09475587393582682,0.865018315018315,0.09413109553371529,0.8041666666666667,0.08550208220041232,0.8147735249184525,0.09682322307027236,0.9322916666666666,0.015790155044336646,0.8166666666666668,0.024618298195866504,0.815826330532213,0.06317640241579096,0.7569444444444443,0.07180336973794399,0.7692399267399268,0.06552989816913855,0.9333333333333332,0.05146113199357946
Classic,RandomForest,RandomForest support=0.20,0.1454936067263285,0.04704046864939629,0.01838084061940505,0.006307123787870393,0.018125255902608207,0.005596420385434152,790.8810617129008,65.30242619660433,791.0265553196272,65.30426351986566,0.8518518518518517,0.07237099414210324,0.8801892551892552,0.07367756222647383,0.8250000000000001,0.05935256753273006,0.8371858951569097,0.0693486766254823,0.9391426282051283,0.03420592272051345,0.775,0.14061552998416382,0.7592338217338218,0.1803884385309882,0.7402777777777777,0.16585238795491586,0.7421235077085461,0.17298808477158623,0.9051215277777778,0.0857123236028705
